_id,chunk_text
vec_568,AFS 239 - Introduction to the Caribbean Experience: AFS 239 - Introduction to the Caribbean ExperienceAn introduction to the political economy of contemporary Caribbean societies with emphasis on the historical roots of their present underdevelopment.3 creditsAdvisory Preq:one D.E.C. category F course or SBS courseDEC: JSBC: GLO
vec_569,"AFS 240 - Issues in Caribbean Society: AFS 240 - Issues in Caribbean SocietyAn analysis of the process of social change in the English, Spanish, and French Caribbean with special emphasis on those societies undergoing rapid transformation.3 creditsAdvisory Preq:AFS 101,AFS 102, andAFS 239DEC: JSBC: GLO"
vec_570,"AFS 277 - The Modern Color Line: AFS 277 - The Modern Color LineAn exploration of the significance of race in 19th- and early 20th-century America. Topics include forms of political organization and collective struggle; the social and psychic consequences of racist subjection; the relationship among race, racism, and culture; and the cultural politics of race and gender.3 creditsOffered:This course is offered as both AFS 277 andHIS 277.DEC: K & 4SBC: USA"
vec_571,"AFS 283 - Community Service: AFS 283 - Community ServiceThe Stony Brook University AFS 283 Community Outreach Mentoring Program, in partnership with Tri Community and Youth Agency, is a mentoring program designed to provide support and guidance for at risk students from underserved neighborhoods in Huntington, Long Island. Through field experience, readings, research, and discussion, students focus on social and educational problems relating primarily to the African-American and Latin experience.3 credits,Prerequisite(s):Permission of instructorSBC: EXP+Repeatable:May be repeated once.GradedS/U grading"
vec_572,"AFS 300 - Blacks in the City: AFS 300 - Blacks in the CityThe urban experiences of blacks as a force in determining the character, culture, and social climate of the American city. A central theme is that blacks have greatly impacted U.S. urban life and made important contributions to its sense of vitality and cultural diversity.3 creditsPrerequisite(s):Junior or Senior StandingDEC: KSBC: SBS+"
vec_573,"AFS 306 - Gender and Public Health in Africa: AFS 306 - Gender and Public Health in AfricaExamines approaches to disease prevention and treatment through public health systems in African countries. The impact of global health organizations such as WHO, UNAIDS and other UN bodies and international development organizations on domestic health care policy is also analyzed. An emphasis is placed on identifying the most prominent public health issues in each of the county case studies and identifying points of convergence and divergence among them. More specifically their relationships to gender equality, education, and economic security and population displacement will be evaluated using Intersectionality as a theoretical framework. Disparities in access to health insurance, treatment, and medication, and funding mechanisms will be analyzed.3 creditsPrerequisite(s):U3 or U4 statusDEC: JSBC: GLO, SBS+"
vec_574,"AFS 308 - Women Islam and Political Change in Africa: AFS 308 - Women Islam and Political Change in AfricaExplores the impact of Islam on political institutions and representation in Africa. Using the example of how Muslim women in West, North, Southern, and East Africa are mobilizing to address gender inequality, explores variations in the formation of Islamist movements and examine the influence of moderate, progressive, and more radical forms of political Islam on the experiences of women. In order to provide students with a comprehensive picture, Islam and politics is contextualized by focusing on the experiences of selected countries from East and West Africa including Tanzania, Kenya, Somalia, Nigeria, Ghana, and Senegal.3 creditsPrerequisite(s):U2 or higher standingOffered:This course is offered as both AFS 308 andPOL 308.DEC: JSBC: GLO, SBS+"
vec_575,"AFS 310 - American Attitudes Toward Race: AFS 310 - American Attitudes Toward RaceAn historical examination of the growth and development of racism in America from the arrival of the first Africans to the continent to the present day. The focus is on African Americans and their relationships with the American system, its institutions, and culture. References are made to other ethnic groups in order to give balance to the examination of social conditions and attitudes shaping American society throughout.3 creditsPrerequisite(s):Junior or Senior StandingDEC: KSBC: SBS+"
vec_576,AFS 319 - The Politics of Race: AFS 319 - The Politics of RaceAn analysis of political concepts often associated with racism and the tracing of the origins of the concept of race. Forms in which racism manifests itself today are identified and discussed showing the similarities and differences where they exist.3 creditsPrerequisite(s):Junior or Senior StandingDEC: FSBC: SBS+
vec_577,"AFS 320 - Black Popular Culture and the Terrain: AFS 320 - Black Popular Culture and the TerrainA study of black popular culture in 20th century America through close readings of text, music, and film. We will examine black cultural production and its relationship to black political activism, particularly in the urban terrain. Enables students to interrogate the relationship between African Americans, culture and American society during the 20th century.3 creditsPrerequisite(s):one D.E.C. F or SBS courseDEC: KSBC: HFA+"
vec_578,"AFS 325 - Civil Rights and Black Power: AFS 325 - Civil Rights and Black PowerThe course considers how the ‘long civil rights movement’ and century-long struggles for Black Power were interwined movements, rather than conventional narratives that conceive them as being opposed to one another. The course will therefore span the whole of the twentieth century, beginning with the founding of the United Negro Improvement Association and the National Association for the Advancement of Colored People (NAACP), and it will conclude with the turn from civil rights to economic justice, Black political empowerment, and campaigns against police brutality.3 creditsPrerequisite(s):U3 or U4 standing; 1 D.E.C. F or SBS courseOffered:Offered as both AFS 325 andHIS 325.DEC: K & 4SBC: SBS+"
vec_579,"AFS 337 - The Politics of Africa: AFS 337 - The Politics of AfricaA study of nationalism, political thought, and political institutions in Africa. Consideration is given to the quest for unity, the problems of liberation, and the political implications of social change.3 creditsPrerequisite(s):Two AFS or POL courses; U2 or higher standingOffered:This course is offered as both AFS 337 andPOL 337.DEC: JSBC: SBS+"
vec_580,"AFS 339 - Recent African American History: AFS 339 - Recent African American HistoryA study of recent African American history. Topics will include the dramatic increase in the number of black elected officials, rise of the black middle-class, the urban crisis, contemporary civil rights struggles, affirmative action, the decline of black radicalism, and the incorporation of black leadership. Enables students to examine the relationship between African Americans and American society during the past 100 years, particularly since 1970.3 creditsPrerequisite(s):U3 or U4 standing; 1 D.E.C. F or SBS courseOffered:This course is offered as both AFS 339 andHIS 339.DEC: KSBC: SBS+, USA"
vec_581,"AFS 340 - Human Rights and Africa: AFS 340 - Human Rights and AfricaA study of the significance of Africa in the development of international human rights. The courses focuses on the images of Africa generated by international human rights organizations and activists, the conceptions of human rights developed by African states and people, and the variable impact of human rights discourse and practice on African quests for equality and justice. This course analyzes the political, historical, and ethical complexity of international human rights’ engagement with Africa.3 creditsPrerequisite(s):U3 or U4 statusSBC: CER, DIV, SBS+, SPK"
vec_582,AFS 345 - Culture and Gender: Women in Africa and the Caribbean: AFS 345 - Culture and Gender: Women in Africa and the CaribbeanComparative analysis of the status and role of women in colonial and contemporary societies of Africa and the Caribbean. Exploration of the forces that shape women’s lives and the ways in which women have contributed to the development of these societies.3 creditsPrerequisite(s):U3 or U4 statusDEC: JSBC: SBS+
vec_583,"AFS 346 - Political and Social History of Africa: AFS 346 - Political and Social History of AfricaAn exploration of theoretical perspectives in the historical sociology and comparative politics of Africa. Topics include the crisis of state legitimacy; the patriarchal society; ethnicity, religion, and politics; the politics of modernization; development and the environment; population growth and underdevelopment; globalization, neo-liberal economic policy and the postcolonial state; and the history of state and society relations.3 creditsPrerequisite(s):U3 or U4 standing; 1 D.E.C. F or SBS courseDEC: JSBC: SBS+"
vec_584,"AFS 350 - Black Women and Social Change: A Cross-Cultural Perspective: AFS 350 - Black Women and Social Change: A Cross-Cultural PerspectiveA cross-cultural survey of the history of black women in the context of the struggles for social justice in the Caribbean (English- and Spanish-speaking), Africa, and the United States. Several major topics are covered: the slave resistance and the anti-slavery movement; the anti-colonial struggle in Africa and the Caribbean; the trade union movement in the United States and Africa; the struggle against underdevelopment in Cuba, Puerto Rico, and Jamaica; and the anti-apartheid movement in South Africa.3 creditsPrerequisite(s):U3 or U4 standingOffered:This course is offered as both AFS 350 andWST 350.DEC: JSBC: SBS+"
vec_585,"AFS 355 - Ancient African Civilizations: AFS 355 - Ancient African CivilizationsAfrican archaeology is reshaping global debates on the origins of agriculture and civilization. This course examines the prehistoric economic foundations of Africa’s complex societies: intensive hunting and gathering, early herding, and plant domestication. Detailed case studies of ancient civilizations (Egypt, Aksum, Jenne, Swahili, and Great Zimbabwe) reveal distinct processes of prehistoric social change in different parts of Africa. Students consider the implications of archaeology for African heritage conservation, research, and public education.3 creditsPrerequisite(s):One 100-level course in AFS or ANTOffered:This course is offered as both AFS 355 andANT 355.DEC: JSBC: GLO, SBS+"
vec_586,"AFS 360 - African-American Social Commentary: AFS 360 - African-American Social CommentaryA study of African-American responses to the social order in America. The course concentrates on the various ways African Americans have conceptualized and described their condition since their arrival in America. Discussion of the solutions proposed by African-American spokespersons from the Civil War period to the present day.3 creditsPrerequisite(s):Junior or Senior StandingDEC: KSBC: SBS+, USA"
vec_587,"AFS 363 - The Black Experience in Mass Media: AFS 363 - The Black Experience in Mass MediaAn historical examination of the major media characterizations of black Americans and the Black Experience, and the impact of these portrayals on American society at large. The roles of newspapers, books, magazines, plays, radio, movies, television, and advertisements are studied.3 creditsPrerequisite(s):Junior or Senior StandingDEC: FSBC: SBS+"
vec_588,"AFS 365 - Global Africa: AFS 365 - Global AfricaExamination of the ways that the slave trade and colonization affected African societies’ incorporation into the world economy as well as the development of their social and political institutions. The nature of African institutions, organizations, belief and value systems before the colonial impact and how these histories were understood and experienced by African men and women are considered. The historical continuities and discontinuities in contemporary African societies as well as the effects of globalization and modernization in Africa are examined.3 creditsPrerequisite(s):one D.E.C. F or SBS course or U3/U4 statusOffered:This course is offered as both AFS 365 andSOC 365.DEC: JSBC: GLO, SBS+"
vec_589,"AFS 368 - Health and Disease in Africa: AFS 368 - Health and Disease in AfricaHealth and disease lie at the intersection of social, political, economic, biological, and cultural processes. In other words, they have changed throughout human history, and they are not just defined by scientists and doctors but by many more actors. This course has two goals: to introduce students to the study of disease and health as historical phenomena and to examine Africa’s importance within global and regional histories of these subjects. We will explore how the experiences of sickness and well-being have changed over time.3 creditsPrerequisite(s):U3 or U4 standing; 1 D.E.C. F or SBS courseOffered:This course is offered as both AFS 368 andHIS 368.DEC: JSBC: SBS+"
vec_590,"AFS 369 - Religion and Politics in Africa: AFS 369 - Religion and Politics in AfricaSub-Saharan Africa is home to many religions’ indigenous belief systems, Judaism, Christianity, and Islam It is also arguably a region with a history of peaceful coexistence until recent decades. This course examines African religious transformations, encounters, exchanges, and conflicts. Topics to be covered include medieval and modern theocracies, reformism and jihad, literacy, gender hierarchies, education, European colonialism and Christian proselytization, Islamic evangelism, and religion and resistance to foreign domination. We will also explore theories about charismatic leadership, modernization, secularization, and radicalism.3 creditsPrerequisite(s):U3 or U4 standing; 1 D.E.C. F or SBS courseOffered:This course is offered as both AFS 369 andHIS 369.DEC: JSBC: CER, SBS+"
vec_591,"AFS 370 - The African-American Family: AFS 370 - The African-American FamilyThe African-American family from the early 1800’s to the present day. The nature and structure of that family, the obstacles it has faced, and its interrelationships with the African-American community and the diversity of American society.3 creditsPrerequisite(s):U3 or U4 standingDEC: KSBC: HFA+, USA"
vec_592,"AFS 372 - African-American Political Thought: AFS 372 - African-American Political ThoughtA critical analysis of the major architects of black political thought and their movements in the context of their distinctive historical development. Emphasis is on the intellectual and ideological ferment of the 19th and 20th centuries.3 creditsPrerequisite(s):U3 or U4 standingDEC: KSBC: SBS+, USA"
vec_593,"AFS 373 - Sexualities: African and Caribbean Perspectives: AFS 373 - Sexualities: African and Caribbean PerspectivesDesigned to introduce students to the complexities of human sexuality from a perspective that places subaltern individuals at the center of the analysis. It locates these individuals, and their sexual practices, in the tropics–or “warm, warm climates”–first in those man-made communities where sexuality was one of the (unspoken) exigencies of the slave economy and later in the modern era where the slave economy gave way to “neo-colonies.”3 creditsPrerequisite(s):U3 or U4 standingDEC: JSBC: DIV, SBS+"
vec_594,"AFS 374 - Environment and Development in African History: AFS 374 - Environment and Development in African HistoryProvides a critical exploration of the history and political-economy of environmental changes and human activities in Africa from earlier times to the present. It examines the ways in which the dynamics of human-environment relationship have shaped the development of African societies and economies from the rise of ancient civilizations to the contemporary problems of war and famine. Although significant attention will be given to the pre-colonial era (like the impacts of iron-working, irrigation, deforestation and desertification), the focus of the course will be on the 20th and century and after, looking at the impacts of imperialism, colonialism, globalization and the postcolonial quest for development on the state of the environment in Africa. In the discussion, we will demonstrate that the shaping of African environments and ecologies is a product of complex, evolving and interconnected developments between humans and nature within and beyond the African continent. Not for credit in addition to SBC: 320 or SBC: 374.3 creditsPrerequisite(s):U3 or U4 statusOffered:Offered as both AFS 374 andSUS 374.DEC: JSBC: GLO, SBS+"
vec_595,AFS 375 - Slavery: AFS 375 - SlaveryThe historical experience of blacks in slavery from a social and historical perspective with emphasis on the American South and with comparative references to slave systems as they developed in the western hemisphere.3 creditsPrerequisite(s):Junior or Senior StandingDEC: FSBC: SBS+
vec_596,"AFS 380 - Race and Ethnicity in Latin America and the Caribbean: AFS 380 - Race and Ethnicity in Latin America and the CaribbeanConcepts and theories of race and ethnicity in Latin American and Caribbean settings. The historical evolution and the contemporary social and cultural significance of racial and ethnic identities within the region are explored. Specific examples of social relations characterized by ethnic or racial conflict are presented.3 creditsPrerequisite(s):U3 or U4 standingAdvisory Preq:AFS 240orLAC 200Offered:This course is offered as both AFS 380 andANT 380.DEC: JSBC: GLO, SBS+"
vec_597,"AFS 381 - AIDS, Race, and Gender in the Black Community: AFS 381 - AIDS, Race, and Gender in the Black CommunityReview of current biological and epidemiological knowledge about the HIV virus, and examination of the virus’ social impact on the Black community.3 creditsPrerequisite(s):U3 or U4 standing; one D.E.C. E or SNW courseOffered:This course is offered as both AFS 381 andWST 381.DEC: HSBC: SBS+"
vec_598,"AFS 382 - Race, Ethnicity and the Environment: AFS 382 - Race, Ethnicity and the EnvironmentA historical survey of how African Americans, Mexican Americans, and Asian Americans have been the victims of injustice in the way their environments were violated beginning in the nineteenth century. To better understand the birth of the environmental justice movement, we will engage sources about the history of various people’s relationship to nature and how they used their knowledge of the environment forged greater community awareness following the civil rights movement. We will also attempt to understand the values that certain cultural groups place on the environment.3 creditsPrerequisite(s):U3 or U4 standing"
vec_599,"AFS 383 - The Global African Diaspora in Comparative Perspective: AFS 383 - The Global African Diaspora in Comparative PerspectiveProvides a conceptual and thematic exploration of the principal issues and forces in the socio-cultural and political history of the global African diaspora. Temporally, the course focuses the pre-16th century, the 16th-20th centuries, and the more recent period. Spatially, the course investigates, by comparing, the experiences of both the Atlantic and Indian Ocean/Red Sea African diasporas and teases out their commonalities and divergences. Thematically, the course will help students develop a deeper and critical understanding of how and why African diasporic identities emerged, converged and diverged over the centuries. Students will engage in class discussions and debates, making presentations, and writing reflective/evaluative papers on the issues as well as on readings, documentaries, and movies used in the class.3 creditsPrerequisite(s):U3 or U4 statusDEC: JSBC: DIV GLO, SBS+"
vec_600,"AFS 392 - The Black Power Movement: AFS 392 - The Black Power MovementA study of the Black Power Movement’s promotions of racial pride, self-determination, unity, and revolution in American society and abroad from 1955-1975.3 creditsPrerequisite(s):U3 or U4 standingDEC: KSBC: SBS+"
vec_601,"AFS 393 - The Caribbean Immigrants in the United States: Dreams and Realities: AFS 393 - The Caribbean Immigrants in the United States: Dreams and RealitiesThis course analyzes the forces that shape Caribbean migration to the United States and the pressures that are exerted upon the immigrants to fit into the United States’ social structure. It also explores the immigrants’ responses to these pressures as they choose among the following possibilities: total assimilation into the ranks of the existing ethnic and racial minority groups, multicultural identity, and transnational identity.3 creditsPrerequisite(s):Junior or Senior StandingDEC: KSBC: SBS+, USA"
vec_602,"AFS 394 - Black Nationalism in America: AFS 394 - Black Nationalism in AmericaA study of the history of black nationalism in America. Centered around racial pride, unity, and self-determination, black nationalism has been a potent strain within African Americans’ long struggle for liberation within America’s shores and beyond.3 creditsPrerequisite(s):U3 or U4 standingDEC: KSBC: SBS+"
vec_603,"AFS 396 - Topics in African-American History: AFS 396 - Topics in African-American HistoryTopics may include titles such as Urban African-American history Since 1865; and Slavery, Abolition, and Emancipation 1600-Present. Designed for upper-division students, this course provides an in-depth study of a specific topic relating to American history. Students are expected to demonstrate knowledge of 1) a basic narrative of American history, political, economic, social, and cultural, including knowledge of unity and diversity within American society; 2) knowledge of common institutions in American society and how they have affected different groups; and 3) an understanding of America’s evolving relationship with the rest of the world.3 creditsPrerequisite(s):AFS 101orAFS 102orHIS 103orHIS 104DEC: K & 4SBC: SBS+Repeatable:May be repeated as the topic changes."
vec_604,"AFS 410 - Computers and Technology in Africa: AFS 410 - Computers and Technology in AfricaExamines how African countries utilize information technology (IT) with special emphasis on information communication technologies ICTs, development, and increasing market access. A survey of the basic structures of IT will foreground discussions about the applications of IT, ICTs and social media platforms to leverage social capital and mobilize politically. An emphasis is placed on analyzing the relationships among hardware, social media, software (apps, etc.), databases, networks and variations in infrastructure through country case studies. The selection of case studies include IT incubators such as Kenya and countries with less IT infrastructure to compare sub-regional trends and best practices.3 creditsPrerequisite(s):U3 or U4 statusDEC: HSBC: STAS"
vec_605,AFS 421 - Topics in Africana Studies: AFS 421 - Topics in Africana Studies3 creditsPrerequisite(s):U3 or U4 standingAdvisory Preq:AFS 101orAFS 102or two other courses in the social sciencesRepeatable:May be repeated as the topic changes.
vec_606,AFS 422 - Topics in Africana Studies: AFS 422 - Topics in Africana Studies3 creditsPrerequisite(s):U3 or U4 standingAdvisory Preq:AFS 101or 102 or two other courses in the social sciencesRepeatable:May be repeated as the topic changes.
vec_607,"AFS 444 - Experiential Learning: AFS 444 - Experiential LearningThis course is designed for students who engage in a substantial, structured experiential learning activity in conjunction with another class. Experiential learning occurs when knowledge acquired through formal learning and past experience are applied to a “real-world” setting or problem to create new knowledge through a process of reflection, critical analysis, feedback and synthesis. Beyond-the-classroom experiences that support experiential learning may include: service learning, mentored research, field work, or an internship.0 credit,Prerequisite(s):WRT 102or equivalent; permission of the instructor and approval of the EXP contract (http://sb.cc.stonybrook.edu/bulletin/current/policiesandregulations/degree_requirements/EXPplus.php)SBC: EXP+GradedS/U grading"
vec_608,AFS 447 - Readings in Africana Studies: AFS 447 - Readings in Africana StudiesIndividually supervised readings in selected topics in the Black Experience.1-3 creditsPrerequisite(s):Permission of instructorSBC: ESIRepeatable:May be repeated once.
vec_609,"AFS 459 - Write Effectively in Africana Studies: AFS 459 - Write Effectively in Africana StudiesA zero credit course that may be taken in conjunction with any 300- or 400-level Africana Studies course, with permission of the instructor. The course provides opportunity to practice the skills and techniques of effective academic writing and satisfies the learning outcomes of the Stony Brook Curriculum’s WRTD learning objective.0 creditPrerequisite(s):WRT 102; permission of the instructorSBC: WRTDGradedS/U grading"
vec_610,"AFS 475 - Undergraduate Teaching Practicum I: AFS 475 - Undergraduate Teaching Practicum IWork with a faculty member as an assistant in one of the faculty member’s regularly scheduled classes. The student is required to attend all the classes, do all the regularly assigned work and meet with the faculty member at regularly scheduled times to discuss the intellectual and pedagogical matters relating to the course. Not for major or minor credit.3 credits,Prerequisite(s):Africana studies major or minor; U4 standing; permission of instructorSBC: EXP+GradedS/U grading"
vec_611,"AFS 476 - Undergraduate Teaching Practicum II: AFS 476 - Undergraduate Teaching Practicum IIWork with a faculty member as an assistant in one of the faculty member’s regularly scheduled classes. Students assume greater responsibility in such areas as leading discussions and analyzing results of tests that have already been graded. The course in which the student is permitted to work as a teaching assistant must be different from the course in which he or she previously served. Not for major or minor credit.3 credits,Prerequisite(s):AFS 475; permission of instructorSBC: EXP+GradedS/U grading"
vec_612,"AFS 477 - Qualitative & Mixed Methods: AFS 477 - Qualitative & Mixed MethodsExposes students to qualitative and mixed methods research including epistemological, ontological debates, research design, methodologies, data analysis, and applications in scholarly published works. A combination of mixed methods approaches utilized in political science and the interdisciplinary fields of African Studies, Africana Studies, and Women’s and Gender Studies are explored. Key methods that will be covered include interviews (unstructured, semi-structured, structured), oral histories, case studies, analytical narratives, participant observation and ethnography, focus groups, large-N studies, GIS, sequencing of methods, databases, and content analysis. Students will develop a research proposal that can be utilized for senior projects.3 creditsPrerequisite(s):U3 or U4 statusOffered:This course is offered as both AFS 477 andPOL 477.SBC: CER, ESI, SBS+"
vec_613,AFS 487 - Research in Africana Studies: AFS 487 - Research in Africana StudiesIndividual research projects in the Black Experience carried out under the direct supervision of a faculty member.0-3 creditsPrerequisite(s):Permission of instructorSBC: ESIRepeatable:May be repeated to a limit of 6 credits
vec_614,"AFS 488 - Internship: AFS 488 - InternshipParticipation in public and private agencies and organizations under the supervision of a faculty sponsor. Students are required to submit progress reports and a final written report on their experiences to the faculty sponsor.0-6 credits,Prerequisite(s):Africana studies major or minor; 15 credits in AFS courses; permission of instructor and program directorSBC: EXP+Repeatable:May be repeated up to a limit of 12 credits.GradedS/U grading"
vec_615,"AFS 491 - Interdisciplinary Seminar in Africana Studies: AFS 491 - Interdisciplinary Seminar in Africana StudiesExposes students to methods of research and writing within history, anthropology, literature, sociology, etc., important to understanding and producing scholarship related to the African heritage. Exploration of the ways in which past and present research and writing have portrayed Africans. The importance of interdisciplinary approaches and methodologies to understanding Africana Studies is emphasized. Students are required to select topics, conduct in-depth library research and present their findings in written and oral formats.3 creditsPrerequisite(s):U4 standing; six courses in Africana Studies; permission of instructor and department"
vec_616,"AMR 101 - Local and Global: National Boundaries and World-Systems: AMR 101 - Local and Global: National Boundaries and World-SystemsIntroduction to the contemporary capitalist world-system as a complex network of unequal power relationships and its inextricable role in our daily lives. Consideration of the ways the Americas have been incorporated into the world-system through colonialism and early capitalist ventures, with emphasis on the 20th century in terms of transnationalism, globalization, and the mobility of capital and labor, especially as this creates racial formations.3 creditsDEC: FSBC: GLO, SBS"
vec_617,"AMR 102 - Making American Identities: AMR 102 - Making American IdentitiesA chronological representation of some of the ways that the peoples living in the current U.S. have identified themselves collectively as Americans and individually as belonging to distinct groups marked by racial, ethnic, gender, and class differences. Readings include texts of various kinds: historical, fictional, and theoretical. A computer (virtual) classroom is part of the coursework.3 creditsDEC: GSBC: SBS, USA"
vec_618,"AMR 301 - Ethnicity and Race in American History: AMR 301 - Ethnicity and Race in American HistoryOverview of the role and place of ethnicity and race in the history of North America through investigation of the ways that ethnic belonging and identity have evolved through the 19th and 20th centuries. Readings and discussion consider how ethnicity is forged through engagement with other “outside” as well as “inside” groups toward an understanding of how and why notions of “ethnicity” and “race” have changed over time. Groups that may be considered include African, Arab, Asian, German, Hispanic, Irish, Italian, Jewish, Native, and South Asian Americans.3 creditsPrerequisite(s):U3 or U4 standing;AMR 101orAMR 102DEC: KSBC: ESI, SBS+, WRTD"
vec_619,"AMR 390 - Humanities Topics in American Studies: AMR 390 - Humanities Topics in American StudiesSelected topics in American studies in the humanities. Topics may include philosophy and drama in the United States, North and South American films, literary trends in the Americas.3 creditsPrerequisite(s):U3 or U4 standingAdvisory Preq:To be announced with the topicDEC: GSBC: HFA+Repeatable:May be repeated as the topic changes."
vec_620,"My Portfolio: You can save yourPortfolioto retrieve during a later visit by creating a simple login account. If you do not create a login account, everything in yourPortfoliowill be discarded when you close your browser. To save yourPortfolio, simply provide an e-mail address and password below, and you may then retrieve yourPortfoliowhenever you like. You must complete* requiredfields You may add items to your own personal Portfolio as you browse through the online catalogs. The Portfolio feature will retain a list of courses, programs, pages, divisions, and saved searches that you have found interesting and wish to save for future visits. There are currently no courses in yourPortfolio. There are currently no programs in yourPortfolio. There are currently no navigation links in yourPortfolio. There are currently no divisions in yourPortfolio."
vec_621,"Spring 2026 Graduate Catalog: The catalog contains information about our courses, degree requirements, and academic polices. This publication, accurate as of October 2025, pertains to the Spring 2026 semester. Use the dropdown menu on the top right of this catalog if you wish to view the archived Fall 2025 Graduate Catalog. Use the Bulletin Archives tab to view University Bulletins from Spring 2025 and previous terms. Stony Brook University follows the policies of the SUNY Board of Trustees. Fees and charges are determined accordingly and may change due to policy updates or legislative actions during the covered period. The official Graduate Catalog is published online, updated at the start of each registration cycle, and archived. The March edition covers Summer Sessions and Fall, while the October edition covers Winter Session and Spring. If conflicts arise between the catalog and other university sources, the catalog prevails for courses and academic policies. The University reserves the right to amend the catalog at any time without notice to reflect changes in policy, law, or regulation. Federal, State, and accreditation regulations take precedence over catalog information. This publication is available in alternative formats upon request. The Office of the Registrar produces the Graduate Catalog. Stony Brook University is accredited by theMiddle States Commission on Higher Education(MSCHE)."
vec_622,"Spring 2026 Health Sciences Catalog: The catalog contains information about our courses, degree requirements, and academic polices. This publication, accurate as of October 2025, pertains to the Spring 2026 semester. Use the dropdown menu on the top right of this catalog if you wish to view the archived Fall 2025 Health Sciences Catalog. Use the Bulletin Archives tab to view University Bulletins from Spring 2025 and previous terms. Stony Brook University follows the policies of the SUNY Board of Trustees. Fees and charges are determined accordingly and may change due to policy updates or legislative actions during the covered period. The official Health Sciences Catalog is published online, updated at the start of each registration cycle, and archived. The March edition covers Summer Sessions and Fall, while the October edition covers Winter Session and Spring. If conflicts arise between the catalog and other university sources, the catalog prevails for courses and academic policies. The University reserves the right to amend the catalog at any time without notice to reflect changes in policy, law, or regulation. Federal, State, and accreditation regulations take precedence over catalog information. This publication is available in alternative formats upon request. The Office of the Registrar produces the Health Sciences Catalog. Stony Brook University is accredited by theMiddle States Commission on Higher Education(MSCHE)."
vec_623,"Fall 2025 Undergraduate Catalog: The catalog contains information about our courses, degree requirements, and academic polices. This publication, accurate as of March 2025, pertains to the Fall 2025 semester. Stony Brook University follows the policies of the SUNY Board of Trustees. Fees and charges are determined accordingly and may change due to policy updates or legislative actions during the covered period. The official Undergraduate Catalog is published online, updated at the start of each registration cycle, and archived. The March edition covers Summer Sessions and Fall, while the October edition covers Winter Session and Spring. If conflicts arise between the catalog and other university sources, the catalog prevails for courses and academic policies. The University reserves the right to amend the catalog at any time without notice to reflect changes in policy, law, or regulation. Federal, State, and accreditation regulations take precedence over catalog information. This publication is available in alternative formats upon request. The Office of the Registrar produces the Undergraduate Catalog. Stony Brook University is accredited by theMiddle States Commission on Higher Education(MSCHE)."
vec_624,"Fall 2025 Graduate Catalog: The catalog contains information about our courses, degree requirements, and academic polices. This publication, accurate as of March 2025, pertains to the Fall 2025 semester. Stony Brook University follows the policies of the SUNY Board of Trustees. Fees and charges are determined accordingly and may change due to policy updates or legislative actions during the covered period. The official Graduate Catalog is published online, updated at the start of each registration cycle, and archived. The March edition covers Summer Sessions and Fall, while the October edition covers Winter Session and Spring. If conflicts arise between the catalog and other university sources, the catalog prevails for courses and academic policies. The University reserves the right to amend the catalog at any time without notice to reflect changes in policy, law, or regulation. Federal, State, and accreditation regulations take precedence over catalog information. This publication is available in alternative formats upon request. The Office of the Registrar produces the Graduate Catalog. Stony Brook University is accredited by theMiddle States Commission on Higher Education(MSCHE)."
vec_625,"Fall 2025 Health Sciences Catalog: The catalog contains information about our courses, degree requirements, and academic polices. This publication, accurate as of March 2025, pertains to the Fall 2025 semester. Stony Brook University follows the policies of the SUNY Board of Trustees. Fees and charges are determined accordingly and may change due to policy updates or legislative actions during the covered period. The official Health Sciences Catalog is published online, updated at the start of each registration cycle, and archived. The March edition covers Summer Sessions and Fall, while the October edition covers Winter Session and Spring. If conflicts arise between the catalog and other university sources, the catalog prevails for courses and academic policies. The University reserves the right to amend the catalog at any time without notice to reflect changes in policy, law, or regulation. Federal, State, and accreditation regulations take precedence over catalog information. This publication is available in alternative formats upon request. The Office of the Registrar produces the Health Sciences Catalog. Stony Brook University is accredited by theMiddle States Commission on Higher Education(MSCHE)."
vec_626,"ARH 202 - Arts of the Ancient World: ARH 202 - Arts of the Ancient WorldAn introduction to the history of art with a focus on the Ancient Mediterranean World from the Neolithic to the rise of Islam. Works of art from this region are studied within the context of contemporaneous developments elsewhere in the world, as individual monuments with intrinsic aesthetic appeal and as expressions of the needs, ideals, and aspirations of the particular society and historical context within which they were created. Not for credit in addition to ARH 101.3 creditsDEC: DSBC: ARTS"
vec_627,"ARH 204 - Arts of Europe and the Americas: ARH 204 - Arts of Europe and the AmericasAn introduction to the history of art in Europe and the Americas with a focus on the transition from Medieval times through the Renaissance and Baroque in Europe. Works of art are studied both as individual monuments with intrinsic aesthetic appeal and as expressions of the needs, ideals, and aspirations of the particular society within which they were created. Not for credit in addition to ARH 102.3 creditsDEC: DSBC: ARTS"
vec_628,"ARS 154 - Foundations: Drawing: ARS 154 - Foundations: DrawingFundamentals of drawing with a focus on developing technical and perceptual skills in hand-eye coordination and the ability to draw from observation using a variety of media. Conceptual and expressive possibilities of drawing explored within a range of subject matter that includes still life, the figure, landscape, and the study of the drawings of major artists, past and present.3 creditsDEC: DSBC: ARTS"
